title,content
Scott Morrison fends off claim Solomon Islands-China pact is worst foreign policy failure since 1945,"Scott Morrison fends off claim Solomon Islands-China pact is worst foreign policy failure since 1945 Prime minister defends Canberra’s ‘calibrated’ approach to Honiara and tries to turn criticism back on Labor The prime minister, Scott Morrison, has fended off accusations that he is responsible for “the worst Australian foreign policy failure” in the Pacific since the end of the second world war after the Solomon Islands struck a new security pact with China. Labor has seized on the new agreement as evidence that Australia has been asleep at the wheel while China has cemented its influence in the region, with leader Anthony Albanese saying more should have been done to prevent it from going ahead. The Coalition last week dispatched the minister for the Pacific, Zed Seselja, to Honiara, where he “respectfully” asked the Solomon Islands prime minister, Manasseh Sogavare, to consider not signing the proposed security agreement with China.  But his appeal fell on deaf ears, with Sogavare confirming to the country’s parliament on Wednesday that the pact had been signed, but saying he did not believe it would affect the “peace and harmony of our region”. Morrison defended sending Seselja instead of the foreign minister, Marise Payne, who Sky News reported was hosting a fundraiser in Sydney at the time. “The judgement was made not to engage at a foreign-minister level engagement to ensure that Australia’s views were communicated very clearly and very respectfully,” Morrison said. “I’m very conscious of how visits are perceived within the Pacific. This was the right, calibrated way to address this issue with the prime minister. “One of the things you don’t do in the Pacific is you don’t throw your weight around. They’re a sovereign country and we have to respect their sovereignty.” But Albanese said Australia’s relationship with the Solomon Islands was of crucial strategic importance and criticised the government for failing to act after being warned last August that the deal was imminent. “No visit from the foreign minister, no visit from the defence minister, no engagement in a serious way with prime minister Sogavare,” Albanese said. “Whether it’s the bushfires, whether it’s ordering enough vaccines, whether it’s ordering rapid antigen tests, whether it’s responding to the floods, this prime minister is complacent. He’s always there for the photo-op, never there for the follow-up, never does the right planning to get ahead of issues.” The Solomon Islands opposition leader, Matthew Wale, told the ABC last month that he had warned Australian officials in August last year about the potential deal and was disappointed in the response. Wale is now calling for Sogavare to make public the text of the agreement, which the US has criticised as a “shadowy deal” that had been struck with little regional consultation. Under sustained questioning about the government’s approach to the Solomon Islands deal on Wednesday, Morrison said the move by China was not a surprise to the government. “What it highlights is there is always incredible pressure on Pacific nations that comes from China seeking to undermine the security of the region ... so we have focused very much on the Pacific because we know the risks, and I think what we have seen there highlights those risks,” the prime minister said. “We can’t always prevent them in all circumstances, [and] the sort of pressure and influence that has been seeking to be exerted in our region is very real. “That’s why for many, many years now we have been seeking to resist this, and had we not done that then I fear that we would have seen even more significant events take place.” At a later press conference, Morrison also sought to turn criticism back to Labor, saying the opposition had been “very passive” when it came to the risk presented by China and our region.   Email: sign up for our daily morning briefing newsletter App: download the free app and never miss the biggest stories, or get our weekend edition for a curated selection of the week's best stories Social: follow us on YouTube, Facebook, Instagram, Twitter or TikTok Podcast: listen to our daily episodes on Apple Podcasts, Spotify or search ""Full Story"" in your favourite app “They have been very critical of the government, they have been very critical of me personally in the strong stand that I have taken in relation to China’s influence, not just in Australia but across the Pacific.” Australia and its allies are concerned that the new agreement, which gives China the right to protect its investments in the region, will pave the way for a military base to be established in the region, less than 2,000km from Australia’s coastline. While Sogavare has explicitly ruled that out, this has done little to ease the fears of security officials in Canberra and in Washington. On Monday, the White House said a high-level US delegation, including Indo-Pacific coordinator Kurt Campbell, would travel to Honiara this week to discuss concerns about China, as well as the reopening of a US embassy. In a statement on Wednesday, the US embassy in Canberra said that it was concerned that the agreement could undermine a “free and open” Indo Pacific. “In particular, we have concerns over the agreement’s lack of transparency, as well as its apparently vague and expansive provisions.” Visiting Singapore, the New Zealand prime minister, Jacinda Adern, said that while the Solomon Islands was free to make its own sovereign decisions, it had previously agreed through the Pacific Island forum to discuss defence matters before making such decisions. “We have continued to reiterate with the Solomons and China our view alongside the Pacific: that collectively we are ready and available to meet the security needs of our neighbours,” Ardern said. “We are concerned about the militarisation of the Pacific and we continue to call on the Solomons to work with the Pacific with any concerns around their security they may have.” But Sogavare told Parliament that the deal would allow it to “build up and strengthen our police capability” to deal with any future instability. “The Solomon Islands-People’s Republic of China security cooperation is based on mutual respect for sovereignty and in compliance with domestic and international law,” he said. “Let me assure the people of Solomon Islands that we entered into an arrangement with China with our eyes wide open, guided by our national interests.”"
US seeks to seize superyacht in Fiji believed to be owned by Russian oligarch,"US seeks to seize superyacht in Fiji believed to be owned by Russian oligarch The Amadea is widely believed to be owned by Russian oligarch Suleiman Kerimov, who is under US and EU sanctions The United States is seeking to seize a superyacht suspected of belonging to a Russian oligarch that is docked in the Pacific island nation of Fiji, a restraining order filed on Tuesday by Fiji’s director of public prosecutions showed. The luxury vessel the Amadea is widely believed to be owned by Russian oligarch Suleiman Kerimov, who is the subject of economic sanctions by the United States and European Union imposed in response to Russia’s activities in Syria and Ukraine. The vessel arrived in Fiji a week ago after leaving Mexico 18 days earlier and crossing the Pacific.  Authorities in various countries have seized luxury vessels and villas owned by Russian billionaires in response to sanctions imposed on Russia over its invasion of Ukraine, which Russia calls a special military operation. Fiji’s director of public prosecutions, Christopher Pryde, filed an application to the High Court seeking to prevent the Amadea from leaving Fiji. The application requested “the motor yacht Amadea be restrained from leaving Fijian waters until the finalisation of an application to register a warrant to seize the property and (ii) that a US warrant to seize the Amadea be registered”. The US embassy did not immediately respond to a request for comment, but last week said “the United States is committed to finding and seizing the assets of the oligarchs who have supported the Russian Federation’s brutal, unprovoked war of choice against Ukraine“. The court has not heard the application. A superyacht agent in Fiji acting for the Amadea told Reuters last week the vessel’s lawyers were contesting that Suleiman was the owner. Registration records viewed by Reuters show the yacht is registered to a company in the Cayman islands. Kerimov was sanctioned by the United States in 2018 and 2014 in response to Russia’s actions in Syria and Ukraine."
Telstra buyout of Digicel’s Pacific mobile networks threatened by ‘discriminatory’ new PNG tax,"Telstra buyout of Digicel’s Pacific mobile networks threatened by ‘discriminatory’ new PNG tax The $100m tax on companies controlling more than 40% of market is ‘arbitrary’ and ‘perplexing’, says telco Digicel Digicel Group says it is considering legal options after Papua New Guinea imposed a $100m tax that the telecoms firm said had potential “implications” for the planned AU$2.1bn ($1.57bn) sale of the Pacific’s biggest mobile network to Australia’s Telstra. Telstra Corp Ltd said last October that it would buy the Pacific operations of Digicel in a deal largely funded by the Australian government, seen by observers as a way to block China’s rising influence in the region. The operations include 2.5m mobile phone subscribers across PNG, Fiji, Vanuatu, Tonga, Samoa and Nauru. Digicel’s Irish founder, Denis O’Brien, met with the PNG prime minister, James Marape, last week to try to resolve the matter, Digicel said in a statement on Monday. It said a “new, arbitrary, company-specific tax” was introduced on 25 March which was “perplexing not just for Digicel but also for the Papua New Guinea economy given the reputational and credit rating implications of this sudden, bizarre and unprecedented tax”. The act imposed a one-time tax liability on Digicel equal to about $100m with a further penalty of $14m for non-payment, the statement said. “This matter requires urgent resolution given its implications for the sale of Digicel’s Pacific operations to Telstra but also given the knock-on consequences for all foreign direct investment exiting Papua New Guinea,” the statement said. “Digicel is now engaged in discussions with the Papua New Guinea government and other relevant stakeholders.”  Marape’s office did not immediately respond to a request for comment. A Telstra spokesman said in a statement that the PNG tax was a matter for the current owner of Digicel Pacific. In response to Reuters’ questions, it said it was still awaiting PNG regulatory approvals for the deal. “The acquisition of Digicel Pacific by Telstra in partnership with the Australian government has not yet received all of its regulatory approvals and has not [been] completed yet,” Telstra said. The tax was first flagged last November, when PNG outlined its 2022 budget measures. Parliament was told Digicel holds 90% of the retail mobile voice and internet market. The tax applies only to companies that control more than 40% of PNG’s market for telecommunications and banking. Bank of South Pacific, the only other company affected, told the Australian Stock Exchange on Friday the tax came into effect on 25 March and must be paid annually in September."
Six killed in bomb blasts at Shia school in Afghan capital,"Six killed in bomb blasts at Shia school in Afghan capital Two explosions rock boys' school in Kabul as students were coming out of their morning classes At least six people have been killed and 11 wounded in two bomb blasts at a boys’ school in a Hazara Shia neighbourhood of the Afghan capital, Kabul. The frequency of bomb blasts in the country has declined significantly since the Taliban ousted the US-backed Afghan government in August last year, but Islamic State has claimed several attacks. A Kabul police spokesperson, Khalid Zadran, said Tuesday’s blasts at the Abdul Rahim Shahid school were caused by improvised explosive devices. He said there was a third blast at an English-language centre in the same area, but did not specify whether it was caused by an explosive. The school is in an area inhabited mainly by the Hazara community, and has been previously targeted by IS. Tuesday’s blasts occurred as students were coming out of their morning classes, a witness said. Images posted on social media networks showed several bodies lying at the gate and inside the school compound. Taliban officials were seen cordoning off the area. The Taliban have been blamed previously for attacks targeting Hazaras, who make up 10-20% of the country’s 38 million population. The Taliban insist their forces have defeated IS, but analysts say the jihadist group is a key security challenge to the hardline Islamists who rule Afghanistan. Since seizing power, the Taliban have regularly carried out raids on suspected IS hideouts, mainly in the eastern Nangarhar province. IS has claimed some of the deadliest attacks in Afghanistan in recent years. In May last year at least 85 people – mainly female students – were killed and about 300 were wounded when three bombs exploded near their school in Dasht-e-Barchi. No group claimed responsibility, but in October 2020 IS claimed a suicide attack on an educational centre in the same area that killed 24 people, including students. In May 2020, the group was blamed for an attack on a maternity ward of a hospital in the neighbourhood that killed 25 people."
Israeli city’s Jewish residents form armed ‘self-defence’ group,"Israeli city’s Jewish residents form armed ‘self-defence’ group Formation of citizens’ militia in Lod in central Israel follows spate of Palestinian attacks across country Jewish residents in a central Israeli city have formed an armed group they say is for self-defence, after a string of Palestinian attacks across the country sparked fears of a new wave of internal violence. The mixed city of Lod, near Tel Aviv, became the focal point of communal bloodshed that flared in Israel last year, with the government and police struggling to control clashes between Arabs and Jews. “Until now, I haven’t personally seen the need to carry a weapon but there are friends who have weapons, certainly. There is weaponry, doctors and medics,” said Michael Lichtenstein, who terms himself the “security coordinator” of the group. More than 50 volunteers serve in the group, based in Ramat Elyashiv, a Jewish area of the city that is a stronghold of rightwing religious nationalists. Lod residents say they have yet to see the group on the streets. But according to its organiser, volunteers are already active in deterring alleged harassment of Jewish children by Arab youths, albeit without the use of guns. Arab residents of the city see the new group as a militia that could target them, accusing the mayor of Lod, Yair Revivo, of backing its establishment. To some on the Israeli far right, the potentially volatile development should be welcomed as boosting the police. “The obligation and right of a citizen to defend himself takes priority and I have a problem with anyone who thinks these people are criminals,” said the Knesset member Simcha Rothman, of the Religious Zionism opposition party, who has moved to Lod temporarily from his settlement in the occupied West Bank to, in his words, bolster a Jewish community threatened by Arabs. Last month, after the bloodiest attack in greater Tel Aviv in years, Israel’s hard-right prime minister called on citizens with gun licences to arm themselves. “What is expected of you, Israeli citizens? Vigilance and responsibility,” Naftali Bennett said in a video statement. “Whoever has a gun licence, this is the time to carry it.” There has been a dramatic rise in applications for gun licences in Israel, according to the local Channel 12 television news. In the wake of the attacks, Israeli troops have responded with deadly raids across the West Bank that are causing the deaths of civilians as well as militants and, critics say, adding fuel to the fire. Lod, notorious for crime and gun violence among a minority of its Arab residents, offers a microcosm of how Arab-Jewish tensions are again rising across Israel, and not only in the occupied Palestinian territories. As Rothman’s relocation shows, the conflict in the West Bank is being imported into Israel proper by the same hardcore religious Jewish nationalists who are fuelling tensions in the area Israel captured in 1967. For Lichtenstein and hardline nationalists, Israel’s future is at stake. “It worries me that [Arabs] aren’t afraid of the police, that the police don’t collect their weapons and that the army has lost its deterrence,” he said. Chen Masika, a history teacher who supports Lichtenstein’s efforts, said the two sides had entered a battle in which the very existence of Jews in Lod and throughout Israel was at stake. “They want everything, not just Judea and Samaria,” he said, using the biblical terms for the West Bank. Leaders of Lod’s Arabs, as well as leftwing Jewish Israeli observers, say the formation of militias can only help push the city to a fresh explosion of violence. “How can we live together if their goal is to deter us from Jews and to frighten us?” asked Fada Shehada, an Arab city councillor. Last year, the city’s streets resembled a war zone, with Arabs and Jews attacked, Muslim graves vandalised and synagogues torched. Lod’s Arab community are the descendants of Palestinians who stayed in the country after the 1948 war surrounding Israel’s creation, when an estimated 700,000 others were expelled or fled. While life was once relatively calm in Lod, known as Lydda in Arabic, today both Arab and Jewish residents say the Israeli police do not do enough to protect them. Lichtenstein, who served for more than 10 years in the Israeli army, some of that as a logistics officer, said his new force would use weapons only in accordance with the law. Its backers say the group is in regular contact with the police. Mayor Revivo’s office and that of the internal security minister, Omer Bar-Lev, did not respond to queries for this article. The armed force was being primed to protect Jewish residents precisely because there could be a fresh oubreak of violence, Lichtenstein said. “I know that if events break out all at once the police won’t reach me in the first hours so my preparedness is for the first hours until the police come. The issue is what do I do to safeguard my neighbourhood and the families that live there?” The Lod security volunteer group had distinct vests and hats, Lichtenstein said. A resident coming out of a mosque who said he was a close relative of Musa Hassouna, an Arab Lod resident who was shot dead last year, said he expected further violence and, pointing towards a nearby Jewish neighbourhood, added: “Because of the settlers”. A Jewish Israeli, Yigal Yehoshua, was also killed in the May violence as a result of stone throwing at his car. Lod’s Jewish residents recall an overwhelmed police force last year failing to respond to their calls for help. They say police have since improved but fear they are still not up to the challenge. Meirav Cohen, a 25-year-old teacher who lives in a mixed building, welcomed Jewish residents organising themselves for self-defence. “There is no choice. We don’t want to be where we were a year ago,” she said.  Eran Nissan, the head of the leftwing Israeli group Mehazkim, said the formation of militias in Lod reflected the fact that Israel was at a very dangerous juncture, especially in light of the current escalation. “When you arm a society, it’s very hard to disarm it,” he said."
US seeks to seize superyacht in Fiji believed to be owned by Russian oligarch,"US seeks to seize superyacht in Fiji believed to be owned by Russian oligarch The Amadea is widely believed to be owned by Russian oligarch Suleiman Kerimov, who is under US and EU sanctions The United States is seeking to seize a superyacht suspected of belonging to a Russian oligarch that is docked in the Pacific island nation of Fiji, a restraining order filed on Tuesday by Fiji’s director of public prosecutions showed. The luxury vessel the Amadea is widely believed to be owned by Russian oligarch Suleiman Kerimov, who is the subject of economic sanctions by the United States and European Union imposed in response to Russia’s activities in Syria and Ukraine. The vessel arrived in Fiji a week ago after leaving Mexico 18 days earlier and crossing the Pacific.  Authorities in various countries have seized luxury vessels and villas owned by Russian billionaires in response to sanctions imposed on Russia over its invasion of Ukraine, which Russia calls a special military operation. Fiji’s director of public prosecutions, Christopher Pryde, filed an application to the High Court seeking to prevent the Amadea from leaving Fiji. The application requested “the motor yacht Amadea be restrained from leaving Fijian waters until the finalisation of an application to register a warrant to seize the property and (ii) that a US warrant to seize the Amadea be registered”. The US embassy did not immediately respond to a request for comment, but last week said “the United States is committed to finding and seizing the assets of the oligarchs who have supported the Russian Federation’s brutal, unprovoked war of choice against Ukraine“. The court has not heard the application. A superyacht agent in Fiji acting for the Amadea told Reuters last week the vessel’s lawyers were contesting that Suleiman was the owner. Registration records viewed by Reuters show the yacht is registered to a company in the Cayman islands. Kerimov was sanctioned by the United States in 2018 and 2014 in response to Russia’s actions in Syria and Ukraine."
Telstra buyout of Digicel’s Pacific mobile networks threatened by ‘discriminatory’ new PNG tax,"Telstra buyout of Digicel’s Pacific mobile networks threatened by ‘discriminatory’ new PNG tax The $100m tax on companies controlling more than 40% of market is ‘arbitrary’ and ‘perplexing’, says telco Digicel Digicel Group says it is considering legal options after Papua New Guinea imposed a $100m tax that the telecoms firm said had potential “implications” for the planned AU$2.1bn ($1.57bn) sale of the Pacific’s biggest mobile network to Australia’s Telstra. Telstra Corp Ltd said last October that it would buy the Pacific operations of Digicel in a deal largely funded by the Australian government, seen by observers as a way to block China’s rising influence in the region. The operations include 2.5m mobile phone subscribers across PNG, Fiji, Vanuatu, Tonga, Samoa and Nauru. Digicel’s Irish founder, Denis O’Brien, met with the PNG prime minister, James Marape, last week to try to resolve the matter, Digicel said in a statement on Monday. It said a “new, arbitrary, company-specific tax” was introduced on 25 March which was “perplexing not just for Digicel but also for the Papua New Guinea economy given the reputational and credit rating implications of this sudden, bizarre and unprecedented tax”. The act imposed a one-time tax liability on Digicel equal to about $100m with a further penalty of $14m for non-payment, the statement said. “This matter requires urgent resolution given its implications for the sale of Digicel’s Pacific operations to Telstra but also given the knock-on consequences for all foreign direct investment exiting Papua New Guinea,” the statement said. “Digicel is now engaged in discussions with the Papua New Guinea government and other relevant stakeholders.”  Marape’s office did not immediately respond to a request for comment. A Telstra spokesman said in a statement that the PNG tax was a matter for the current owner of Digicel Pacific. In response to Reuters’ questions, it said it was still awaiting PNG regulatory approvals for the deal. “The acquisition of Digicel Pacific by Telstra in partnership with the Australian government has not yet received all of its regulatory approvals and has not [been] completed yet,” Telstra said. The tax was first flagged last November, when PNG outlined its 2022 budget measures. Parliament was told Digicel holds 90% of the retail mobile voice and internet market. The tax applies only to companies that control more than 40% of PNG’s market for telecommunications and banking. Bank of South Pacific, the only other company affected, told the Australian Stock Exchange on Friday the tax came into effect on 25 March and must be paid annually in September."
Six killed in bomb blasts at Shia school in Afghan capital,"Six killed in bomb blasts at Shia school in Afghan capital Two explosions rock boys' school in Kabul as students were coming out of their morning classes At least six people have been killed and 11 wounded in two bomb blasts at a boys’ school in a Hazara Shia neighbourhood of the Afghan capital, Kabul. The frequency of bomb blasts in the country has declined significantly since the Taliban ousted the US-backed Afghan government in August last year, but Islamic State has claimed several attacks. A Kabul police spokesperson, Khalid Zadran, said Tuesday’s blasts at the Abdul Rahim Shahid school were caused by improvised explosive devices. He said there was a third blast at an English-language centre in the same area, but did not specify whether it was caused by an explosive. The school is in an area inhabited mainly by the Hazara community, and has been previously targeted by IS. Tuesday’s blasts occurred as students were coming out of their morning classes, a witness said. Images posted on social media networks showed several bodies lying at the gate and inside the school compound. Taliban officials were seen cordoning off the area. The Taliban have been blamed previously for attacks targeting Hazaras, who make up 10-20% of the country’s 38 million population. The Taliban insist their forces have defeated IS, but analysts say the jihadist group is a key security challenge to the hardline Islamists who rule Afghanistan. Since seizing power, the Taliban have regularly carried out raids on suspected IS hideouts, mainly in the eastern Nangarhar province. IS has claimed some of the deadliest attacks in Afghanistan in recent years. In May last year at least 85 people – mainly female students – were killed and about 300 were wounded when three bombs exploded near their school in Dasht-e-Barchi. No group claimed responsibility, but in October 2020 IS claimed a suicide attack on an educational centre in the same area that killed 24 people, including students. In May 2020, the group was blamed for an attack on a maternity ward of a hospital in the neighbourhood that killed 25 people."
Israeli city’s Jewish residents form armed ‘self-defence’ group,"Israeli city’s Jewish residents form armed ‘self-defence’ group Formation of citizens’ militia in Lod in central Israel follows spate of Palestinian attacks across country Jewish residents in a central Israeli city have formed an armed group they say is for self-defence, after a string of Palestinian attacks across the country sparked fears of a new wave of internal violence. The mixed city of Lod, near Tel Aviv, became the focal point of communal bloodshed that flared in Israel last year, with the government and police struggling to control clashes between Arabs and Jews. “Until now, I haven’t personally seen the need to carry a weapon but there are friends who have weapons, certainly. There is weaponry, doctors and medics,” said Michael Lichtenstein, who terms himself the “security coordinator” of the group. More than 50 volunteers serve in the group, based in Ramat Elyashiv, a Jewish area of the city that is a stronghold of rightwing religious nationalists. Lod residents say they have yet to see the group on the streets. But according to its organiser, volunteers are already active in deterring alleged harassment of Jewish children by Arab youths, albeit without the use of guns. Arab residents of the city see the new group as a militia that could target them, accusing the mayor of Lod, Yair Revivo, of backing its establishment. To some on the Israeli far right, the potentially volatile development should be welcomed as boosting the police. “The obligation and right of a citizen to defend himself takes priority and I have a problem with anyone who thinks these people are criminals,” said the Knesset member Simcha Rothman, of the Religious Zionism opposition party, who has moved to Lod temporarily from his settlement in the occupied West Bank to, in his words, bolster a Jewish community threatened by Arabs. Last month, after the bloodiest attack in greater Tel Aviv in years, Israel’s hard-right prime minister called on citizens with gun licences to arm themselves. “What is expected of you, Israeli citizens? Vigilance and responsibility,” Naftali Bennett said in a video statement. “Whoever has a gun licence, this is the time to carry it.” There has been a dramatic rise in applications for gun licences in Israel, according to the local Channel 12 television news. In the wake of the attacks, Israeli troops have responded with deadly raids across the West Bank that are causing the deaths of civilians as well as militants and, critics say, adding fuel to the fire. Lod, notorious for crime and gun violence among a minority of its Arab residents, offers a microcosm of how Arab-Jewish tensions are again rising across Israel, and not only in the occupied Palestinian territories. As Rothman’s relocation shows, the conflict in the West Bank is being imported into Israel proper by the same hardcore religious Jewish nationalists who are fuelling tensions in the area Israel captured in 1967. For Lichtenstein and hardline nationalists, Israel’s future is at stake. “It worries me that [Arabs] aren’t afraid of the police, that the police don’t collect their weapons and that the army has lost its deterrence,” he said. Chen Masika, a history teacher who supports Lichtenstein’s efforts, said the two sides had entered a battle in which the very existence of Jews in Lod and throughout Israel was at stake. “They want everything, not just Judea and Samaria,” he said, using the biblical terms for the West Bank. Leaders of Lod’s Arabs, as well as leftwing Jewish Israeli observers, say the formation of militias can only help push the city to a fresh explosion of violence. “How can we live together if their goal is to deter us from Jews and to frighten us?” asked Fada Shehada, an Arab city councillor. Last year, the city’s streets resembled a war zone, with Arabs and Jews attacked, Muslim graves vandalised and synagogues torched. Lod’s Arab community are the descendants of Palestinians who stayed in the country after the 1948 war surrounding Israel’s creation, when an estimated 700,000 others were expelled or fled. While life was once relatively calm in Lod, known as Lydda in Arabic, today both Arab and Jewish residents say the Israeli police do not do enough to protect them. Lichtenstein, who served for more than 10 years in the Israeli army, some of that as a logistics officer, said his new force would use weapons only in accordance with the law. Its backers say the group is in regular contact with the police. Mayor Revivo’s office and that of the internal security minister, Omer Bar-Lev, did not respond to queries for this article. The armed force was being primed to protect Jewish residents precisely because there could be a fresh oubreak of violence, Lichtenstein said. “I know that if events break out all at once the police won’t reach me in the first hours so my preparedness is for the first hours until the police come. The issue is what do I do to safeguard my neighbourhood and the families that live there?” The Lod security volunteer group had distinct vests and hats, Lichtenstein said. A resident coming out of a mosque who said he was a close relative of Musa Hassouna, an Arab Lod resident who was shot dead last year, said he expected further violence and, pointing towards a nearby Jewish neighbourhood, added: “Because of the settlers”. A Jewish Israeli, Yigal Yehoshua, was also killed in the May violence as a result of stone throwing at his car. Lod’s Jewish residents recall an overwhelmed police force last year failing to respond to their calls for help. They say police have since improved but fear they are still not up to the challenge. Meirav Cohen, a 25-year-old teacher who lives in a mixed building, welcomed Jewish residents organising themselves for self-defence. “There is no choice. We don’t want to be where we were a year ago,” she said.  Eran Nissan, the head of the leftwing Israeli group Mehazkim, said the formation of militias in Lod reflected the fact that Israel was at a very dangerous juncture, especially in light of the current escalation. “When you arm a society, it’s very hard to disarm it,” he said."
NSW and Victoria to scrap Covid isolation requirements for household and close contacts,"NSW and Victoria to scrap Covid isolation requirements for household and close contacts Covid restrictions to ease further in both states from Friday, with Victoria confident it has reached peak of Omicron wave Household contacts of confirmed Covid-19 cases in Victoria and New South Wales will no longer be required to isolate, with both states announcing a significant easing of restrictions from the end of the week. The NSW premier, Dominic Perrottet, announced on Wednesday that from 6pm on Friday, those who live with positive cases or are deemed close contacts will no longer have to quarantine for seven days, provided they do not have symptoms. They will need to undertake daily rapid antigen tests, wear masks indoors, avoid contact with elderly and immunocompromised people and work from home where possible. They will also be unable to visit high-risk settings such as aged care homes, hospitals, disability and correctional facilities unless an exemption applies. Perrottet also announced that public health orders requiring key workplaces to be vaccinated will be lifted, and based instead on risk assessments under occupational work health and safety rules. Orders requiring aged care and disability workers to be vaccinated will remain in force, however. From 30 April, unvaccinated international travellers arriving in NSW will not be required to undertake hotel quarantine. “This is not the end of the pandemic. We will always tailor our restrictions – as we have said from the outset over the last two years – to the circumstances that we find ourselves in,” Perrottet said. “But today is a day where the people of our state in NSW can be incredibly proud. We have had an incredibly low death rate, we have put downward pressure on our health system and that is because of the efforts and sacrifice people have made.” In Victoria, the health minister, Martin Foley, announced close contacts will no longer have to quarantine, provided they wear a mask indoors, avoid sensitive settings such as hospitals and aged care homes, and undertake five negative rapid antigen tests over the seven-day period. Under the new restrictions, which come into effect from 11.59pm on Friday, patrons no longer need to show proof of their vaccination status to enter hospitality or entertainment venues, and check-in QR codes will no longer be required anywhere. Masks will only be required on public transport, in taxis and rideshares, at airports and in health, aged care and justice setttings. Quarantine will also be scrapped for unvaccinated international arrivals, with the recently opened purpose-built $200m quarantine facility in Mickleham to largely be used for Covid-positive people who cannot safely isolate at home. Unlike NSW, existing vaccination mandates for workers will remain in Victoria. Victoria’s chief health officer, Brett Sutton, said authorities would work with individual industries in the coming months to “transition” away from mandates. He said Wednesday’s announcement was possible due to the state’s high vaccination rate – about 95% of Victorians aged 16 and older are double vaccinated, while 66% have had three doses. “Today is a significant day for all Victorians – not a wholesale change, but an appropriate next step in this phase of the management of the pandemic,” he said. “From Saturday, it will absolutely focus more on the individual discretion of all of us in the community to make appropriate choices.” Sign up to receive an email with the top stories from Guardian Australia every morning  Sutton was confident the state had reached the peak of its latest Omicron outbreak, despite a slight jump in case numbers. Victoria recorded 14 deaths and 10,628 new infections on Wednesday, while NSW recorded 15 deaths and 15,414 cases. “Today’s a blip; I think people defer their RAT tests and their PCR tests while they’re on holiday. NSW has had the same blip today, but I think that will smooth out over the next few days and we’ll see this plateau phase,” Sutton said. “But it’ll be a long tail and a slow decline, we’re not going to see a dramatic drop in numbers.” He did not anticipate changes to close contact rules would lead to a spike in new infections. “It’s not going to be a big driver of case numbers,” Sutton said. “But we need the compliance and people to follow suit.”"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"
            SC stays NRB governor's suspension
        ","
            SC stays NRB governor's suspension
         KATHMANDU, APRIL 19 The Supreme Court today issued a short-term stay order against the suspension of Nepal Rastra Bank Governor Maha Prasad Adhikari. The apex court also issued a show cause notice to the government and asked both sides to present their arguments in the next hearing on April 26 when the court would decide whether or not the interim order should be issued against the suspension of Adhikari. Adhikari had filed a writ petition at the SC on Sunday demanding his reinstatement and had challenged the government's decision to form a three-member committee to initiate a probe against him. The Nepal Rastra Bank Act stipulates that the governor or any official of the NRB shall be automatically suspended once the government launches an investigation against them. Adhikari argued in his petition that the government decided to form a three-member probe committee against him without proving or levelling any charge of inefficiency against him. He stated that the decision to form a three-member committee was wrong also because one of the members of the committee - former justice of SC Purushottam Bhandari - was related to Finance Minister Janardan Sharma. The government formed the three-member probe committee blaming Adhikari for the current economic mess. His lawyers, however, argued that Adhikari had offered suggestions to the government to overcome the crisis, but the government ignored his suggestions, leading to the current economic crisis. They also claimed that Adhikari had urged the government to control rising import, but to no avail. Adhikari claims that finance minister's action against him was influenced by his decision to freeze the account of a business person who had sent almost Rs 400 million from the United States without any known source of income. A single bench of Justice Hari Prasad Phuyal issued the stay order."
